id,prop
337190713,1
337190714,1
337190715,1
337190716,1
337190717,1
337190718,1
337190719,1
337190720,1
337190721,1
337190722,1
337190723,1
337190725,1
337190726,1
337190727,1
337190728,1
337190729,1
337190730,1
337190731,1
337190732,1
337190733,1
337190734,1
337190735,1
337190736,1
337190737,1
337190738,1
337190739,1
337190740,1
337190741,1
337190742,1
337190743,1
337190744,1
337190745,1
337190746,1
337190747,1
337190748,1
337190749,1
337190750,1
337190751,1
337190752,1
337190753,1
337190754,1
337190755,1
337190756,1
337190757,1
337190758,1
337190759,1
337190760,1
337190761,1
337190762,1
337190763,1
337190764,1
337190765,1
337190766,1
337190767,1
337190768,0.933333333
337190769,1
337190770,1
337190771,1
337190772,1
337190773,1
337190774,1
337190775,1
337190776,1
337190777,1
337190778,1
337190782,0.933333333
337190783,1
337190784,1
337190785,1
337190786,1
337190787,1
337190788,0.866666667
337190789,1
337190790,1
337190791,1
337190792,1
337190793,1
337190794,1
337190795,1
337190796,1
337190797,1
337190798,1
337190799,1
337190800,1
337190801,1
337190802,1
337190803,1
337190804,1
337190805,1
337190806,1
337190807,1
337190808,1
337190809,1
337190810,1
337190811,1
337190812,1
337190813,1
337190814,1
337190815,1
337190816,1
337190817,1
337190818,1
337190819,1
337190820,1
337190821,1
337190822,1
337190823,1
337190824,1
337190825,1
337190826,1
337190827,1
337190828,1
337190829,1
337190830,1
337190831,1
337190832,1
337190833,1
337190834,1
337190835,1
337190836,1
337190837,1
337190838,1
337190839,1
337190840,1
337190841,1
337190842,1
337190843,1
337190844,1
337190845,1
337190846,1
337190847,1
337190848,1
337190849,1
337190850,1
337190851,1
337190852,1
337190853,1
337190854,1
337190855,1
337190856,1
337190857,1
337190858,1
337190859,1
337190860,1
337190861,1
337190862,1
337190863,0.933333333
337190864,1
337190865,1
337190866,1
337190867,1
337190868,1
337190869,1
337190870,1
337190871,1
337190872,1
337190873,1
337190874,1
337190875,1
337190876,1
337190877,1
337190878,1
337190879,1
337190880,1
337190881,1
337190882,1
337190883,1
337190884,1
337190885,1
337190886,1
337190887,1
337190888,1
337190889,1
337190890,1
337190891,1
337190892,1
337190893,1
337190894,1
337190895,1
337190896,1
337190897,1
337190898,1
337190899,1
337190900,1
337190901,1
337190902,1
337190903,1
337190904,1
337190905,1
337190906,1
337190907,1
337190908,1
337190909,1
337190910,1
337190911,1
337190912,1
337190913,1
337190914,1
337190915,1
337190916,1
337190917,1
337190918,1
337190919,1
337190920,1
337190921,1
337190922,1
337190923,1
337190924,1
337190925,1
337190926,1
337190928,1
337190929,0.866666667
337190930,1
337190931,1
337190932,1
337190933,1
337190934,1
337190935,1
337190936,1
337190937,1
337190938,1
337190939,1
337190940,1
337190941,1
337190942,1
337190943,1
337190944,0.933333333
337190945,1
337190946,1
337190947,1
337190948,1
337190949,1
337190950,1
337190951,1
337190952,1
337190953,1
337190954,1
337190955,1
337190956,1
337190957,1
337190958,1
337190959,1
337190960,1
337190961,1
337190962,1
337190963,1
337190964,1
337190965,1
337190966,1
337190967,1
337190968,0.733333333
337190969,0.733333333
337190970,1
337190971,1
337190972,1
337190973,1
337190974,1
337190975,1
337190976,1
337190977,1
337190978,1
337190979,1
337190980,1
337190981,1
337190982,1
337190983,1
337190984,1
337190985,1
337190986,1
337190987,1
337190988,1
337190989,1
337190990,1
337190991,1
337190992,1
337190993,1
337190994,1
337190995,1
337190996,1
337190997,1
337190998,1
337190999,1
337191000,1
337191001,1
337191002,1
337191003,1
337191004,1
337191005,1
337191006,1
337191007,1
337191008,1
337191009,1
337191010,1
337191011,1
337191012,1
337191013,1
337191014,1
337191015,1
337191016,1
337191017,1
337191018,1
337191019,1
337191020,1
337191021,1
337191022,1
337191023,1
337191024,1
337191025,1
337191026,1
337191027,1
337191028,1
337191029,1
337191030,1
337191031,1
337191032,1
337191033,1
337191034,1
337191035,1
337191036,1
337191037,1
337191038,1
337191039,1
337191040,1
337191041,1
337191042,1
337191043,1
337191044,1
337191045,1
337191046,1
337191047,1
337191048,1
337191049,1
337191050,1
337191051,1
337191052,1
337191053,1
337191054,1
337191055,1
337191056,1
337191057,0.866666667
337191058,1
337191059,1
337191060,1
337191061,1
337191062,1
337191063,1
337191064,0.933333333
337191065,1
337191066,1
337191067,1
337191068,1
337191069,1
337191070,1
337191071,1
337191072,1
337191073,1
337191074,1
337191076,1
337191077,1
337191078,1
337191079,1
337191080,0.933333333
337191081,1
337191082,1
337191083,1
337191084,1
337191085,1
337191086,1
337191087,1
337191088,1
337191089,1
337191090,1
337191091,1
337191092,1
337191093,1
337191094,1
337191095,1
337191096,1
337191097,1
337191098,1
337191099,1
337191100,1
337191101,1
337191102,1
337191103,1
337191104,1
337191105,1
337191106,1
337191107,1
337191108,1
337191109,1
337191110,1
337191111,1
337191112,1
337191113,1
337191114,1
337191115,1
337191116,1
337191117,1
337191118,1
337191119,1
337191120,1
337191121,1
337191122,1
337191123,1
337191124,1
337191125,1
337191126,1
337191127,1
337191128,1
337191129,1
337191130,1
337191131,1
337191132,1
337191133,1
337191134,1
337191135,1
337191136,1
337191137,1
337191138,1
337191139,1
337191140,1
337191141,1
337191142,1
337191143,1
337191144,1
337191145,1
337191146,1
337191147,1
337191148,0.933333333
337191149,1
337191150,1
337191151,1
337191152,1
337191153,1
337191154,1
337191155,1
337191156,1
337191157,1
337191158,1
337191159,1
337191160,1
337191161,1
337191162,1
337191163,1
337191164,1
337191165,1
337191166,1
337191167,1
337191168,1
337191169,1
337191170,1
337191171,1
337191172,1
337191173,1
337191174,1
337191175,1
337191176,1
337191177,1
337191178,1
337191179,1
337191180,1
337191181,1
337191182,1
337191183,1
337191184,1
337191185,1
337191186,1
337191187,1
337191188,1
337191189,1
337191190,1
337191191,1
337191192,1
337191193,1
337191194,1
337191195,1
337191196,1
337191197,1
337191199,1
337191200,1
337191201,1
337191202,1
337191203,1
337191204,1
337191205,1
337191206,1
337191207,1
337191208,1
337191209,1
337191210,1
337191211,1
337191212,1
337191213,1
337191215,1
337191216,1
337191217,1
337191218,1
337191219,0.933333333
337191220,1
337191221,1
337191222,1
337191223,1
337191224,1
337191225,1
337191226,1
337191227,1
337191228,1
337191229,1
337191230,1
337191231,0.933333333
337191232,1
337191233,1
337191234,1
337191235,1
337191236,1
337191237,1
337191238,1
337191239,1
337191240,1
337191241,1
337191242,1
337191243,1
337191244,1
337191245,1
337191246,1
337191247,1
337191248,1
337191249,1
337191250,1
337191251,1
337191252,1
337191253,1
337191254,1
337191255,1
337191256,1
337191257,1
337191258,1
337191259,1
337191260,1
337191261,1
337191262,1
337191263,0.866666667
337191264,1
337191265,1
337191266,1
337191267,1
337191268,1
337191269,1
337191270,1
337191271,1
337191272,1
337191273,1
337191274,1
337191275,1
337191276,1
337191277,1
337191278,1
337191279,1
337191280,1
337191281,1
337191282,1
337191283,1
337191284,1
337191285,1
337191286,1
337191287,1
337191288,1
337191289,1
337191290,1
337191291,1
337191292,1
337191293,1
337191294,1
337191295,1
337191296,1
337191297,1
337191298,1
337191299,1
337191300,1
337191301,1
337191302,1
337191303,1
337191304,1
337191305,1
337191306,1
337191307,1
337191308,1
337191309,1
337191310,1
337191311,0.933333333
337191312,1
337191313,1
337191315,1
337191316,1
337191317,1
337191318,1
337191319,1
337191320,0.866666667
337191322,1
337191323,1
337191324,1
337191325,1
337191326,1
337191327,1
337191328,1
337191329,1
337191330,1
337191331,1
337191332,1
337191333,1
337191334,1
337191335,1
337191336,1
337191337,0.666666667
337191338,1
337191339,1
337191340,1
337191341,1
337191342,1
337191343,1
337191344,1
337191345,1
337191346,1
337191347,1
337191348,1
337191349,1
337191350,1
337191351,1
337191352,1
337191353,1
337191354,1
337191355,1
337191356,1
337191357,1
337191358,1
337191359,1
337191360,1
337191361,1
337191362,1
337191363,1
337191364,1
337191365,1
337191366,1
337191367,1
337191368,1
337191369,1
337191370,1
337191371,1
337191372,1
337191373,1
337191374,0.866666667
337191375,1
337191376,1
337191377,1
337191378,1
337191379,1
337191380,1
337191381,1
337191382,1
337191383,1
337191384,1
337191385,1
337191386,1
337191387,1
337191388,1
337191389,1
337191390,1
337191391,1
337191392,1
337191393,1
337191394,1
337191395,1
337191396,1
337191397,1
337191398,1
337191399,1
337191400,1
337191401,1
337191402,1
337191403,1
337191405,1
337191406,1
337191407,1
337191408,1
337191409,1
337191410,1
337191411,1
337191412,1
337191413,1
337191414,1
337191416,1
337191417,1
337191418,1
337191419,1
337191420,1
337191421,1
337191422,1
337191423,1
337191424,1
337191425,1
337191426,1
337191427,1
337191428,1
337191429,1
337191430,1
337191431,1
337191432,1
337191433,1
337191434,1
337191435,0.933333333
337191436,1
337191437,1
337191438,1
337191439,1
337191440,1
337191441,1
337191442,1
337191443,1
337191444,1
337191445,1
337191446,1
337191447,1
337191448,1
337191449,1
337191450,1
337191451,1
337191452,1
337191453,1
337191454,1
337191455,1
337191456,1
337191457,1
337191458,1
337191459,1
337191460,1
337191461,1
337191462,1
337191463,1
337191464,1
337191465,1
337191466,1
337191467,1
337191468,1
337191469,1
337191470,1
337191471,1
337191472,1
337191473,1
337191474,1
337191475,1
337191476,1
337191477,1
337191478,1
337191479,1
337191480,1
337191481,1
337191482,1
337191483,1
337191484,1
337191485,1
337191486,1
337191487,1
337191488,0.6
337191489,1
337191490,1
337191491,1
337191492,1
337191493,1
337191494,1
337191495,1
337191496,1
337191497,1
337191498,1
337191499,1
337191500,1
337191501,1
337191502,1
337191503,1
337191504,1
337191505,1
337191506,1
337191507,1
337191508,1
337191509,1
337191510,1
337191511,1
337191512,1
337191513,1
337191514,1
337191515,1
337191516,1
337191517,1
337191518,1
337191519,1
337191520,1
337191521,1
337191522,1
337191523,1
337191524,1
337191525,1
337191526,1
337191527,1
337191528,1
337191529,1
337191530,1
337191531,1
337191532,1
337191533,1
337191534,1
337191535,1
337191536,1
337191537,1
337191538,1
337191539,1
337191540,1
337191541,1
337191542,1
337191543,1
337191544,1
337191545,1
337191546,1
337191547,1
337191548,1
337191549,1
337191550,1
337191551,1
337191552,1
337191553,1
337191554,1
337191555,1
337191556,1
337191557,1
337191558,1
337191559,1
337191560,1
337191561,1
337191562,1
337191563,1
337191564,1
337191565,1
337191566,1
337191567,1
337191568,1
337191569,1
337191570,1
337191571,1
337191572,1
337191573,1
337191574,1
337191575,1
337191576,1
337191577,1
337191578,1
337191579,1
337191580,1
337191581,1
337191582,1
337191583,1
337191584,1
337191585,1
337191586,1
337191587,1
337191588,1
337191589,1
337191590,1
337191591,1
337191592,1
337191593,1
337191594,1
337191595,1
337191596,1
337191597,1
337191598,1
337191599,1
337191600,1
337191601,0.6
337191602,1
337191603,1
337191604,1
337191605,1
337191606,1
337191607,1
337191608,1
337191609,1
337191610,1
337191611,1
337191612,1
337191613,1
337191614,1
337191615,1
337191616,1
337191617,1
337191618,1
337191619,1
337191620,1
337191621,1
337191622,1
337191623,1
337191624,1
337191625,1
337191626,1
337191627,1
337191628,1
337191629,1
337191630,1
337191631,0.333333333
337191632,0.6
337191633,0.866666667
337191634,1
337191635,1
337191636,1
337191637,1
337191638,1
337191639,1
337191640,1
337191641,1
337191642,1
337191643,1
337191644,1
337191645,1
337191646,1
337191647,1
337191648,1
337191649,1
337191650,1
337191651,1
337191652,1
337191653,1
337191654,1
337191655,0.866666667
337191656,1
337191657,1
337191658,1
337191659,1
337191660,1
337191661,1
337191662,1
337191663,1
337191664,1
337191665,1
337191666,1
337191667,1
337191668,1
337191669,1
337191670,1
337191671,1
337191672,1
337191673,1
337191674,1
337191675,1
337191676,1
337191677,1
337191678,1
337191679,1
337191680,1
337191681,1
337191682,1
337191683,1
337191684,1
337191685,1
337191686,1
337191687,1
337191688,1
337191689,1
337191690,1
337191691,1
337191692,1
337191693,1
337191694,1
337191695,1
337191696,1
337191697,1
337191698,1
337191699,1
337191700,1
337191701,1
337191702,1
337191703,1
337191704,1
337191705,1
337191706,1
337191707,1
337191708,1
337191709,1
337191710,1
337191711,1
337191712,1
337191713,1
337191714,1
337191715,1
337191716,1
337191717,1
337191718,1
337191719,1
337191720,1
337191721,1
337191722,1
337191723,1
337191724,1
337191725,1
337191726,1
337191727,1
337191728,1
337191729,1
337191730,1
337191731,1
337191732,1
337191733,1
337191734,1
337191735,1
337191736,1
337191737,1
337191738,1
337191739,1
337191740,1
337191741,1
337191742,0.866666667
337191743,0.933333333
337191744,1
337191745,1
337191746,1
337191747,1
337191748,1
337191749,1
337191750,1
337191751,1
337191752,1
337191753,1
337191754,1
337191755,1
337191756,1
337191757,1
337191758,1
337191759,1
337191760,1
337191761,1
337191762,1
337191763,1
337191764,1
337191765,1
337191766,1
337191767,1
337191768,1
337191769,0.866666667
337191770,1
337191771,1
337191772,1
337191773,1
337191774,1
337191775,1
337191776,1
337191777,1
337191778,1
337191779,1
337191780,1
337191781,1
337191782,1
337191783,1
337191784,1
337191785,1
337191786,1
337191787,1
337191788,1
337191789,0.933333333
337191790,1
337191791,1
337191792,1
337191793,1
337191794,1
337191795,1
337191796,1
337191797,1
337191798,1
337191799,1
337191800,1
337191801,1
337191802,1
337191803,1
337191804,1
337191805,1
337191806,1
337191807,1
337191808,1
337191809,1
337191810,1
337191811,1
337191812,1
337191813,1
337191814,1
337191815,1
337191816,1
337191817,1
337191818,1
337191819,1
337191820,1
337191821,1
337191822,1
337191823,1
337191824,1
337191825,1
337191826,1
337191827,1
337191828,1
337191829,1
337191830,1
337191831,1
337191832,1
337191833,1
337191834,1
337191835,1
337191836,1
337191837,1
337191838,1
337191839,1
337191840,1
337191841,1
337191842,1
337191843,1
337191844,1
337191845,1
337191846,1
337191847,1
337191848,1
337191849,1
337191850,1
337191851,1
337191852,1
337191853,1
337191854,1
337191855,1
337191856,1
337191857,1
337191858,1
337191859,1
337191860,1
337191861,1
337191862,1
337191863,1
337191864,1
337191865,1
337191866,1
337191867,1
337191868,1
337191869,1
337191870,1
337191872,1
337191873,0.933333333
337191874,1
337191875,1
337191876,1
337191877,1
337191878,1
337191879,1
337191880,1
337191881,1
337191882,1
337191883,1
337191884,1
337191885,1
337191886,1
337191887,1
337191888,1
337191889,1
337191890,1
337191891,1
337191892,1
337191893,1
337191894,1
337191895,1
337191896,1
337191897,1
337191898,1
337191899,1
337191900,1
337191901,1
337191902,1
337191903,1
337191904,1
337191905,1
337191906,1
337191907,1
337191908,1
337191909,1
337191910,1
337191911,1
337191912,1
337191913,1
337191914,1
337191915,1
337191916,1
337191917,1
337191918,1
337191919,1
337191920,1
337191921,1
337191922,1
337191923,1
337191924,1
337191925,1
337191926,1
337191927,1
337191928,1
337191929,1
337191930,1
337191931,1
337191932,1
337191933,1
337191934,1
337191935,1
337191936,1
337191937,1
337191938,1
337191939,1
337191940,1
337191941,1
337191942,1
337191943,1
337191944,1
337191945,1
337191946,1
337191947,1
337191948,1
337191949,1
337191950,1
337191951,1
337191952,1
337191953,1
337191954,1
337191955,1
337191956,1
337191957,1
337191958,1
337191959,1
337191960,1
337191961,1
337191962,1
337191963,0.6
337191964,1
337191965,0.933333333
337191966,1
337191967,1
337191968,1
337191969,1
337191970,1
337191971,1
337191972,1
337191973,1
337191974,1
337191975,1
337191976,1
337191977,1
337191978,1
337191979,1
337191980,1
337191981,1
337191982,1
337191983,1
337191984,1
337191985,1
337191986,1
337191987,1
337191988,1
337191989,1
337191990,1
337191991,1
337191992,1
337191993,1
337191994,1
337191995,1
337191996,1
337191997,1
337191998,1
337191999,1
337192000,1
337192001,1
337192002,1
337192003,1
337192004,1
337192005,1
337192006,1
337192007,0.933333333
337192008,1
337192009,1
337192010,1
337192011,1
337192012,1
337192013,1
337192014,1
337192015,1
337192016,1
337192017,1
337192018,1
337192019,1
337192020,1
337192021,1
337192022,1
337192023,1
337192024,1
337192025,1
337192026,1
337192027,1
337192028,1
337192029,1
337192030,1
337192031,1
337192032,1
337192033,1
337192034,1
337192035,1
337192036,1
337192037,1
337192038,1
337192039,1
337192040,1
337192041,1
337192042,1
337192043,1
337192044,1
337192045,1
337192046,1
337192047,1
337192048,1
337192049,1
337192050,1
337192051,1
337192052,1
337192053,1
337192054,1
337192055,1
337192056,1
337192057,1
337192058,1
337192059,1
337192060,1
337192061,1
337192062,1
337192063,1
337192064,1
337192065,1
337192066,1
337192067,1
337192068,1
337192069,1
337192070,1
337192071,1
337192072,1
337192073,1
337192074,1
337192075,1
337192076,1
337192077,1
337192078,1
337192079,1
337192080,1
337192081,1
337192082,1
337192083,1
337192084,1
337192085,1
337192086,1
337192087,1
337192088,1
337192089,1
337192090,1
337192091,1
337192092,1
337192093,1
337192094,1
337192095,1
337192096,1
337192097,1
337192098,1
337192099,1
337192100,1
337192101,1
337192102,1
337192103,0.866666667
337192104,1
337192105,1
337192106,1
337192107,1
337192108,1
337192109,1
337192110,1
342070007,0.733333333
342070008,0.733333333
342070009,0.733333333
342070010,0.733333333
342070011,0.733333333
342070012,0.733333333
342070013,0.733333333
342070014,0.733333333
342070015,0.733333333
342070016,0.733333333
342070017,0.733333333
342070018,0.733333333
337192111,1
337192112,1
337192113,1
337192114,1
337192115,1
337192116,1
337192117,1
337192118,1
337192119,1
337192120,1
337192121,1
337192122,1
337192123,1
337192124,1
337192125,1
337192126,1
337192127,1
337192128,1
337192129,1
337192130,1
337192131,1
337192132,1
337192133,1
337192134,1
337192135,1
337192136,1
337192137,1
337192138,1
337192139,1
337192140,1
337192141,1
337192142,1
337192143,1
337192144,1
337192145,1
337192146,1
337192147,1
337192148,1
337192149,1
337192150,1
337192151,1
337192152,1
337192153,1
337192154,1
337192155,1
337192156,1
337192157,1
337192158,1
337192159,1
337192160,1
337192161,1
337192162,1
337192163,0.933333333
337192164,1
337192165,1
337192166,1
337192167,1
337192168,1
337192169,1
337192170,1
337192171,1
337192172,1
337192173,1
337192174,1
337192175,1
337192176,1
337192177,1
337192178,1
337192179,1
337192180,1
337192181,0.933333333
337192182,1
337192183,1
337192184,1
337192185,1
337192186,1
337192187,1
337192188,1
337192189,1
337192190,1
337192191,1
337192193,1
337192194,1
337192195,1
337192196,1
337192197,1
337192198,1
337192201,1
337192202,1
337192203,1
337192204,1
337192205,0.933333333
337192207,1
337192208,0.933333333
337192209,0.866666667
337192210,1
337192211,1
337192212,1
337192213,1
337192214,1
337192215,1
337192216,1
337192217,1
337192218,1
337192219,1
337192220,1
337192221,1
337192222,1
337192223,1
337192224,1
337192225,1
337192226,1
337192227,1
337192228,1
337192229,1
337192230,1
337192231,1
337192232,1
337192233,1
337192234,1
337192235,1
337192236,1
337192237,1
337192238,1
337192239,1
337192240,1
337192241,0.866666667
337192242,1
337192243,1
337192244,1
337192245,1
337192246,1
337192247,1
337192248,1
337192249,1
337192250,1
337192251,1
337192252,1
337192253,1
337192254,1
337192255,1
337192256,1
337192257,0.933333333
337192258,1
337192259,1
337192260,1
337192261,0.933333333
337192262,1
337192263,1
337192264,1
337192265,0.866666667
337192266,1
337192267,1
337192268,1
337192269,0.933333333
337192270,1
337192271,1
337192272,1
337192273,0.866666667
337192274,1
337192275,1
337192276,1
337192277,0.733333333
337192278,1
337192279,0.866666667
337192280,1
337192281,1
337192282,1
337192283,1
337192284,1
337192285,1
337192286,1
337192287,1
337192288,1
337192289,0.866666667
337192290,1
337192291,1
337192292,1
337192293,0.866666667
337192294,1
337192295,1
337192296,0.866666667
337192297,1
337192298,0.933333333
337192299,1
337192300,0.866666667
337192301,0.866666667
337192302,1
337192303,1
337192304,1
337192305,1
337192306,1
337192307,1
337192308,1
337192309,1
337192310,1
337192311,1
337192312,1
337192313,1
337192314,1
337192315,1
337192316,1
337192317,1
337192318,1
337192319,1
337192320,1
337192321,1
337192322,1
337192323,1
337192324,1
337192325,1
337192326,1
337192327,1
337192328,1
337192329,1
337192330,1
337192331,1
337192332,1
337192333,1
337192334,1
337192335,1
337192336,1
337192337,1
337192338,1
337192339,1
337192340,1
337192341,1
337192342,1
337192343,1
337192344,1
337192345,1
337192346,1
337192347,1
337192348,1
337192349,1
337192350,1
337192351,0.733333333
337192352,1
337192353,1
337192354,0.933333333
337192355,1
337192356,1
337192357,1
337192358,1
337192359,1
337192360,1
337192361,1
337192362,1
337192363,1
337192364,1
337192365,1
337192366,0.933333333
337192367,0.933333333
337192368,1
337192369,1
337192370,1
337192371,0.933333333
337192372,1
337192373,0.933333333
337192374,1
337192375,1
337192376,1
337192377,1
337192378,1
337192379,1
337192380,1
337192381,0.866666667
337192382,0.933333333
337192383,1
337192384,1
337192385,1
337192386,1
337192387,0.866666667
337192388,1
337192389,1
337192390,1
337192391,1
337192392,0.933333333
337192393,1
337192395,1
337192396,1
337192397,1
337192398,1
337192399,0.933333333
337192400,1
337192401,1
337192402,1
337192403,1
337192404,1
337192405,1
337192406,1
337192407,1
337192408,1
337192409,1
337192410,1
337192411,1
337192412,1
337192413,1
337192414,1
337192415,1
337192416,1
337192417,1
337192418,1
337192419,1
337192420,1
337192421,1
337192422,1
337192423,1
337192424,1
337192425,1
337192426,1
337192427,1
337192428,1
337192429,1
337192430,1
337192431,1
337192432,1
337192433,1
337192434,1
337192435,1
337192436,1
337192437,1
337192438,1
337192439,1
337192440,1
337192441,1
337192442,1
337192443,1
337192444,1
337192445,1
337192446,1
337192447,1
337192448,1
337192449,1
337192450,1
337192451,1
337192452,1
337192454,1
337192455,1
337192457,1
337192459,1
337192460,1
337192461,1
337192462,1
337192463,1
337192465,0.933333333
337192466,1
337192467,0.866666667
337192469,1
337192470,1
337192471,1
337192472,0.866666667
337192473,1
337192474,1
337192475,1
337192476,1
337192477,1
337192478,1
337192479,1
337192480,1
337192481,1
337192482,1
337192483,1
337192484,1
337192485,1
337192486,1
337192487,1
337192488,1
337192489,1
337192490,1
337192492,1
337192493,1
337192494,1
337192495,1
337192496,1
337192497,1
337192498,1
337192499,1
337192500,1
337192501,1
337192502,1
337192503,1
337192504,1
337192505,1
337192506,1
337192507,1
337192508,1
337192509,1
337192510,1
337192511,1
337192512,1
337192513,1
337192514,1
337192515,1
337192516,1
337192517,1
337192518,1
337192519,1
337192520,1
337192521,1
337192522,1
337192523,1
337192524,1
337192525,1
337192526,1
337192527,1
337192528,1
337192529,1
337192530,1
337192531,1
337192532,1
337192533,1
337192534,1
337192535,1
337192536,1
337192537,1
337192538,1
337192539,1
337192540,1
337192541,1
337192542,1
337192543,1
337192544,1
337192545,1
337192546,1
337192547,1
337192548,1
337192549,1
337192550,1
337192551,1
337192552,1
337192553,1
337192554,1
337192555,1
337192556,1
337192557,1
337192558,1
337192559,1
337192560,1
337192561,1
337192562,1
337192563,1
337192564,1
337192565,1
337192566,1
337192567,1
337192568,1
337192569,1
337192570,1
337192571,1
337192572,1
337192573,1
337192574,1
337192575,1
337192576,1
337192577,0.866666667
337192578,1
337192579,1
337192580,1
337192581,1
337192582,1
337192583,1
337192584,1
337192585,1
337192586,1
337192587,1
337192588,1
337192589,1
337192590,1
337192591,1
337192592,1
337192593,1
337192594,1
337192595,1
337192596,1
337192597,1
337192598,1
337192599,1
337192600,1
337192601,1
337192602,1
337192603,1
337192604,1
337192605,1
337192606,1
337192607,1
337192608,1
337192609,1
337192610,1
337192611,1
337192612,1
337192613,1
337192614,1
337192615,1
337192616,1
337192617,1
337192618,1
337192619,1
337192620,1
337192621,1
337192622,1
337192623,1
337192624,1
337192625,1
337192626,1
337192627,1
337192628,1
337192629,1
337192630,1
337192631,1
337192632,1
337192633,1
337192634,1
337192635,1
337192636,1
337192637,1
337192638,1
337192639,1
337192640,1
337192641,1
337192642,1
337192643,1
337192644,1
337192645,1
337192646,1
337192647,1
337192648,1
337192649,1
337192650,1
337192651,1
337192652,1
337192653,1
337192654,1
337192655,1
337192656,1
337192657,1
337192658,1
337192659,1
337192660,1
337192661,1
337192662,1
337192663,1
337192664,1
337192665,1
337192666,1
337192667,1
337192668,1
337192669,0.866666667
337192670,1
337192671,1
337192672,1
337192673,1
337192674,1
337192675,1
337192676,1
337192677,1
337192678,1
337192679,1
337192680,1
337192681,1
337192682,0.933333333
337192683,0.866666667
337192684,1
337192685,1
337192686,1
337192687,1
337192688,1
337192689,1
337192690,1
337192691,1
337192692,1
337192693,1
337192694,1
337192695,1
337192696,1
337192697,1
337192698,1
337192699,1
337192700,1
337192701,1
337192703,1
337192704,1
337192705,1
337192706,1
337192707,1
337192708,1
337192709,1
337192710,1
337192711,1
337192712,1
337192713,1
337192714,1
337192715,1
337192716,1
337192717,1
337192718,1
337192719,1
337192720,1
337192721,1
337192722,1
337192723,1
337192724,0.866666667
337192725,1
337192726,1
337192727,1
337192728,1
337192729,1
337192730,1
337192731,1
337192732,1
337192733,1
337192734,1
337192735,1
337192736,1
337192737,1
337192738,1
337192739,1
337192740,1
337192741,1
337192742,1
337192743,1
337192744,1
